"page not found","get failed"
"http://afreecatv.co.jp/","get failed"
"http://about.smartnews.com/ja/contact/","filling failed"
"https://agent-network.com/contact","filling failed"
"https://aerospacebiz.jaxa.jp/contact/","contact not found"
"http://amet.co.jp/","filling failed"
"http://active-g.co.jp/","contact not found"
"http://akikokitamura.com/contact/","success"
"http://4ts.jp/#contact","submit failed"
"http://airfolg.jp/postmail-utf/index.html","success"
"https://anshin-kaitai.or.jp/contact/","submit failed"
"page not found","get failed"
"http://aquwa.co.jp/contact","success"
"http://axn.co.jp/company/contact/","contact not found"
"http://basefood.co.jp/","filling failed"
"https://ashibi.jp/contact/","submit failed"
"http://b-h-m.com/","filling failed"
"http://botchan.tokyo/","filling failed"
"http://ateyakatall.jp/","filling failed"
"http://beautycalendar.jp/#p_top_contact","filling failed"
"http://c8l.jp/","filling failed"
"https://boom-now.biz/contact","success"
"https://beyondnextventures.com/contact/","submit failed"
"http://armabianca.com/","worker error"
"http://cafetalk.com/","filling failed"
"page not found","get failed"
"http://cdc.type.jp/contact/","filling failed"
"http://81100.co.jp/","worker error"
"http://canon.jp/support/faq?id=top","filling failed"
"http://cinnamon.is/","filling failed"
"http://cifaka.jp/contact/","filling failed"
"http://100banch.com/","worker error"
"page not found","get failed"
"http://companyprofile339.com/","get failed"
"http://303books.jp/","worker error"
"http://acuvue.jnj.co.jp/","worker error"
"http://adinnovation.co.jp/","worker error"
"http://acetokyo.com/","worker error"
"http://adguild.co.jp/","worker error"
"http://artaquarium.jp/","worker error"
"https://cmcre.com/inquiry/","contact not found"
"http://corp.en-japan.com/inquiry/","filling failed"
"http://corp.condenast.jp/ja/contact","filling failed"
"page not found","get failed"
"http://connehito.com/contact/","submit failed"
"http://corp.jac-recruitment.jp/contact-corp/","filling failed"
"http://221616.com/","worker error"
"http://clear-inc.net/contact","submit failed"
"https://artemis-hokkaido.jp/contact/","submit failed"
"page not found","get failed"
"http://corp.toei-anim.co.jp/ja/contact.html","contact not found"
"page not found","get failed"
"http://anymindgroup.com/","worker error"
"http://corporate.pia.jp/contact/index.html","contact not found"
"http://crossproducers.com/","worker error"
"http://balus.co/","worker error"
"http://auntierosa.com/contact-business/","submit failed"
"https://store.world.co.jp/help/corporate/","get failed"
"page not found","get failed"
"http://areti.jp/","worker error"
"http://bizaia.co.jp/","worker error"
"http://dining-innovation.com/contact","contact not found"
"http://bokura.biz/","worker error"
"http://bride-jp.com/","worker error"
"http://earthship.co.jp/","filling failed"
"http://cuborex.com/contact/","success"
"http://ecome.co.jp/?page_id=156","contact not found"
"https://cospa.jp/?page_id=9","submit failed"
"http://dym.asia/contact/","success"
"http://epoch.jp/","contact not found"
"page not found","get failed"
"http://florence.or.jp/contact/","filling failed"
"https://flavor-corp.com/contact","contact not found"
"https://g-fac.jp/contact/","filling failed"
"page not found","get failed"
"http://clagla.jp/","worker error"
"http://calomeal.com/","worker error"
"mailto:kouhou@babygoose.co.jp","get failed"
"page not found","get failed"
"https://dlight.jp/contact/","submit failed"
"https://glm.jp/outline/inquirycaseexamples","filling failed"
"http://en-bridge.org/contact/","submit failed"
"page not found","get failed"
"http://givery.co.jp/contact/","success"
"http://gunosy.co.jp/contact/faq/","filling failed"
"https://www.gap.co.jp/customerservice/?fid=customerservicecontentgap&cid=contact-us-section-gap&mlink=jp_ham_g_help","filling failed"
"http://fukuoka.grand.hyatt.jp/","filling failed"
"http://fooddiscovery.co.jp/fooddiscovery/contents/hp0006/list.php?cno=6","submit failed"
"https://form.k3r.jp/goodandco/gac-contact","success"
"http://corp.every.tv/","worker error"
"http://gotham.jp/contact","success"
"page not found","get failed"
"mailto:contact@heartseed.jp","get failed"
"http://home.disney.co.jp/","get failed"
"javascript:void(0);","get failed"
"http://housmart.co.jp/","filling failed"
"page not found","get failed"
"http://belluna.jp/","get failed"
"http://iris-entertainment.jp/","filling failed"
"http://ishin1853.co.jp/","filling failed"
"http://crooz.co.jp/contact","submit failed"
"http://cyber-z.co.jp/","worker error"
"page not found","get failed"
"page not found","get failed"
"page not found","get failed"
"http://hans-international.jp/contact/","submit failed"
"page not found","get failed"
"http://dr-lululun.com/","worker error"
"http://isolife-jp.com/","get failed"
"http://bushiroad.com/","get failed"
"http://jp.anteprima.com/","filling failed"
"page not found","get failed"
"http://kagi-net.com/","get failed"
"http://emuclaret.com/","worker error"
"page not found","get failed"
"https://id-entity.jp/wp/contact/","submit failed"
"http://kameda3150.com/","filling failed"
"http://jp.tablefor2.org/contact/","filling failed"
"http://diamondhead.jp/contact/","submit failed"
"http://fans.co.jp/","worker error"
"http://engawa.global/","worker error"
"https://kirinz.tokyo/liver_contact/","filling failed"
"https://koikeya.co.jp/contact/","contact not found"
"http://japan-crm.org/contact/form.html","submit failed"
"http://kirintyou.co.jp/contact.php","success"
"https://kakushin.biz/contact/","contact not found"
"https://ingectar-e.com/contact","success"
